	text	screen_name	location
898	he be probably a ProLife er and AntiVaxxer base on intelligence level	cheriedooley	 
899	up next why Drew Hancock change his mind amp become ProLife	QuestFanning	ProspectLeffertsGardens, Bklyn
900	pro life supporter host March for Life in California SWNews US californian ProLife CaliforniaMarchforLife MarchforLife CaliforniaFamilyCouncil walkforlifewestcoast onelifela JeanneMancini JonathanKeller CaliforniaFamilyCouncil JamesGallagher SenatorShannonGrove	shalomworldnews	Edinburg, Texas
901	because every life deserve love lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
902	if you be ProLife in Pittsburgh please consider attend the fall fundraiser for the Women Choice Network I be sponsor a table there on behalf of the pro life Libertarian Caucus there be no cost to attend but they do ask you to register	Samrobb4Liberty	Pittsburgh, PA
904	here be one for all under educate murican bless with tiny head ProLife jesus fairytale	dropcsharp	SVIDEN
905	on Morning Show Lawmakers go after CRT friend or family blunderin Biden become prolife Larry Elder could WIN in CA Nolan on the LP MORE txt	QuestFanning	ProspectLeffertsGardens, Bklyn
906	today reading for gratitude and constant vigilance in faith pray DailyMass catholic christian CatholicTwitter Prolife DailyMass ThursdayMotivation ThursdayThoughts faith	DailyMass	USA
907	why do someone who claim to be prolife keep block school mask mandate sound like you pro birth and after that you do give a	fishpolitically	Maine, USA
908	if you ProLife and be against abortion what stop you from get vaccinate help I understand	JaymanShameel	Sri Lanka
909	the chinese government expansion of its population control policy to permit three child per family should not be a reason for rejoicing ProLife advocate say	NewYorkFamilies	Rochester, NY
910	want maskless kid in school while Florida break Covid record how be that prolife	fishpolitically	Maine, USA
911	good morning please get involve send information to your parish priest make an announcement at your church it be all ready to go click to download lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
912	so some looney toon in Texas be try to get patient and doctor arrest with this prolife whistleblower site would be a shame if everyone spamme it with fake report ProLife abortionishealthcare	MikeyIsWriting	Washington, DC
913	I be ProChoice when it come to force people to take medicine they do want I be ProLife when it come to make infanticide illegal there be nothing hypocritical about that	no_its_iowa	Iowa, USA
914	Friedrich Naumann Foundation Scholarships for Master and phd humanright equality love covid freedom humanity blacklivesmatter justice coronavirus prolife education peace unitednation activism democracy civilright equalright	plopandrew	Canada
915	stop your Vaccines for be prolife concern for all life be not just for the unborn	Unfit4President	United States
916	ProLife people well get on board with this now	maxinevaccine2	 🍁
917	turn your fitness into your Witness wear Action Cross apparel by and receive off at Checkout SoulTrotters actioncross baselinebrad SoulCoolFit trustingstepbystep fitnessintowitness Israel ProLife Jesus	BaselineBrad21	San Diego, CA
918	thirty three day of wear my ProLife remembertheunborn life Runners gear honor all human life from conception to natural death of a limited number of daily run August two mile clear	JustinMcClainOP	In a book in Maryland, USA
919	NEW video vote for a Political Party mean you knowingly or unknowingly support everything they believe trumpwasright ProLife politic vaccine Afganistan afghanistanburne afghan BorderCrisis JoeBiden	TheVirgoPoet	SoCal.. Los Angeles,CA 
920	because once you be actually bear conservative believe you be on your own unless you be a zygote or embryo that can be exploit for political expediency they do give a damn about you ProLife my ass getvaccinatedsavelive	BamaJayHayes	Alabama, USA
921	Bible Study Lesson Matthew Jesus Mary StJoseph Rosary praytherosary catholic ProLife CatholicRosary	irosaryradio	🌏🌍🌎🇻🇦
922	I do want to hear from about be ProLife	mhp_1776	Texas, USA
923	be a child killer know full well child under ca be vaccinate he threaten school who follow the datum and require Mask ProLife my Ass	CamilleJivajen	Atlantic Beach Florida
924	pray to end abortion ProLife	FountainMj	Sarasota, FL
925	I follow you because you ProLife can you please quit be so focused on your weird antivax campaign it work against your prolife platform	BigClyde5	Arizona
926	do you dare say alllivesmatter or ProLife if you refuse to get vaccinate or wear a mask because COVID only kill those with pre exist condition I say what I say	ebbie_patterson	405
927	Rosary for Glorious Mysteries pray in English Latin and spanish with meditation Jesus Mary StJoseph Rosary praytherosary catholic ProLife CatholicTwitter	irosaryradio	🌏🌍🌎🇻🇦
928	Hail Mary full of Grace the LORD be with thee bless art thou among woman and bless be the fruit of thy womb JESUS Holy Mary Mother of GOD pray for we sinner now and at the hour of our death amen Peace Love ProLife PrayTheRosay	guatemayabyesi	Virginia, USA
929	GregAbbott be not ProLife his political eo be kill child CDC child in Texas have be hospitalize with AAofPediatrics child be admit to Texas hospital with between July and	emolumentalass	💜Texas💙
930	republican governor be like sacrifice your GRANDMA sacrifice your year old son ProLife GOP	steve_taurus	Atlanta, GA
931	never never never want to hear the RepublicanParty refer to as ProLife these governor be literally harm and yes killing child with their anti science garbage	inclusionchick	Davis, CA
932	now the selfish odd be good I be fine people and the I scared people be kill the senior veteran disable child not ProLife FDA have approve Pfizer no more flimsy excuse	notsolittleold1	California, USA
933	joining tonight on ProLife praise be her son Derrick King tune in at ET at WednesdayMotivation wednesdaythought	JanetMorana	International
934	and he suppose to be ProLife	truefauxfilms	SoCal🏝
935	a small act of kindness may be just the thing that help someone face the challenge before they prolife	BradMattes	Cincinnati, OH
936	DesantisDestroysFlorida gopdeathcult GOP be prolife nor MAGA as kill their child GOP amp MAGA be not Patriots they weaklings amp killer of their own child bc they afraid of a shot ChildAbuse they only defend an embryo Florida VoteThemOut	harkim3	United States
937	ET tune in and study with we on Jesus Mary StJoseph Rosary praytherosary catholic ProLife CatholicTwitter	irosaryradio	🌏🌍🌎🇻🇦
938	discussion of abortion be often cast aside as political or religious topic but the reality be that the very heart of the discussion be base solely in science all lead embryology textbook confirm this many abortionist even agree with that too prolife proscience	HumanDefenseINI	hello@humandefense.com
939	DesantisDestroysFlorida Florida he allow your child to go to school w the KILLER antivaxxer should be charge with child abuse Republicans MAGA amp FakeChristians like of amp be not ProLife they the gopdeathcult	harkim3	United States
940	pro life Texans be celebrate a court decision prohibit the dismemberment of live baby in the womb abortionist have fight hard for the past four year to block the Lone Star State from enact a ban pass in ProLife	TXRightToLife	God's country
941	every story in the prolife movement matter	savethestorks	Colorado Springs, CO
942	little conversational agreement give conversation structure and order prolife	EqualRightsInst	Charlotte, NC
943	People need to wake up ProLife savethebabie	SallyVee19	Trumplandia 🛡
944	Bizarro Republicans out here chase death and we actual ProLife folk be fight everyday just to get through the try not to die Challenge Midterms BlueTsunami TheRedneckoning gopdeathcult PhilValentine yeetthegop	truthaddict76	Dumbass, TN
945	this should be interesting go forward I hope both side can co exist relatively peacefully like they do a block from my Wilmington office one morning a week ProLife prochoice	BarrishCris	Newark, Delaware
947	reason why this be the most effective response I have ever see to the you a man argument prolife	EqualRightsInst	Charlotte, NC
948	we love child not so much prolife	RunawayDaines	Belgrade, MT
949	many woman be die while pregnant and their very much want baby be die in utero prolife or prochoice this should unite we all VaccinesInPregnancy	AureliaCotta	Toronto, Ontario
950	so the governor of the less government oversight party be pass rule on a something not prolife governor nothing but distraction amp hypocrisy let do well with the upcoming election Texas	txindn	Texas
952	US Senate Votes to preserve Hyde Amendment the Senate vote to preserve the prolife Hyde and Weldon Amendments during discussion of a trillion human infrastructure bill that lay out a blueprint for spending SaveHyde	ProLifeSTL	St. Louis, MO
953	this be a short beautiful video of the journey of life within the womb watch it it be worth sharing prolife prolifeprowoman	ChildnotChoice	Des Moines, Iowa  USA
954	what the hell man ProLife my ass	amphetamine47	Carmel, IN
955	the ProLife Party Republicans	mlynch5396	East Tennessee
956	you be okay with end all abortion where there be no harm to the mother and child get it thank you for your prolife position I end it there I hear all the pro choice argument about the risk of give birth etc have a good one	mike_rippy	Notre Dame, IN
957	euthanasia by organ donation for healthy people Prolife NoEuthanasia AssistedSuicide righttolife Euthanasia InvoluntaryPassiveEuthanasia PassiveEuthanasia	TheFabulousRee	Baton Rouge
958	what about the right of these child you complain about child not be able to breathe with mask on I do think these child would agree with you on that if you be lay in bed die where be your right or do you only care about	HollyKeefer6	Wouldn't you like to know?
959	if I be make Planned Parenthood ad they would look like this prolife prochoice WednesdayMotivation	BryanKemper	ÜT: 40.0412106,-84.2243697
960	he can protect a fetus that be ProLife	PatientDay	United States
961	yes that be a bingo Vicky Prolife be only a tool of religious right to get christian vote because it appear to be a holy issue when in truth it be MEDDLING like a murderer thief evildoer Peter obsession with girl uterus be LUST amp IDOLATRY Exodus	RealYeshua1	TN USA Blue/Green Planet Earth
962	we be the ProLife generation	itsrayperez	West Sac | Guam
963	and to keep we safe from Covid your plan be to fight masking and vaccination at every turn I remember when ProLife mean you want people to live not just be bear	mrbongostx	Texas, USA
964	we have select a difficult work of art to start get you comfortable with interpret artwork from a specific point of view have a crack at it there be no wrong answer art interpretation whatdoyousee prolife humandignity lovethemboth artmuseum prolivegen	mike_rippy	Notre Dame, IN
965	yes ProDeath not Prolife CANNOT hear what they say because what they do scream ProDeath	RealYeshua1	TN USA Blue/Green Planet Earth
966	part of charity be take people at their word and not make assumption about what their real motivation be G prolife	EqualRightsInst	Charlotte, NC
967	one of the most common argument from the abortion industry be that a preborn child do not have the same value as a bear child because a preborn child be fully dependent on the mom but like most of their logic it just do make sense savethebabyhuman ProLife	HumanCoalition	Texas
968	one of the most common argument from the abortion industry be that a preborn child do not have the same value as a bear child because a preborn child be fully dependent on the mom but like most of their logic it just do make sense savethebabyhuman ProLife	HuCoAction	United States
969	Allyson Felix six time olympic gold medalist and two time world champion team with her primary sponsor Athleta to provide childcare grant to athlete at the Tokyo Olympics read about it here ProLife ChooseLife lovethemboth	OR_RTL	Salem, OR
970	SIGN up today this week seminar serve as an exclusive unify force for MedicalStudents who care about hippocratic medicine Register here ProLife	aaplog	United States
971	join we at am on the September at the Emmanuel Centre with special program for teen and tot great talk music and much more lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
972	Idk Pro life should encompass Gun Rights but I do seem to hear that argument much since that be the case I suggest GunRightsAreHumanRights be fundamental to secure the idea of ProLife	Zanzibar_Dallax	Ohio, USA
973	look at the needle that say abort FETAL matter and this be why I be an AntiVaxxer ProLife	CorpNolga	Park Avenue
974	this be why it important to respond to people not merely their statement via prolife	EqualRightsInst	Charlotte, NC
975	LIFE FILM FEST in your home get your ticket now screening Aug use discount FORLIFE LIFEFESTFILMFESTIVAL ProLife SCCL SCLIFE	LIFEforSC	South Carolina
976	the Civil Rights movement of our day be the prolife movement moreover there could not possibly be a more fundamental civil right to defend	frfrankpavone	Titusville, FL
977	PRO life also mean getting vaccinate so you do spread the killer virus COVID ProLife GetVaccinated	OldeHippi	USA, Maryland
978	here a traumainforme perspective of prolife it not political it the fact about people who be bear into family who could afford they parent be too traumatized to parent or simply do want they they be torture soul I be one of they	TRSModel	worldwide
980	so conservative really think that they ProLife by oppose abortion wrong be pro life start with protect the environment child from gun violence police violence and eliminate Roundup	Merlyn43	National City, Ca (San Diego)
981	three baby save from abortion yesterday praise God thank you for pray for the preborn abortion minded parent and pro life sidewalk counselor who provide life save option your prayer make a big impact ProLife savelive sidewalkcounseling	ProLifeWI	Brookfield, Wisconsin
982	you be part of the network spread lie and kill woman and their baby prolife MAGA	shrekthepunk	🌍
983	say no more you make my point carry on prolife proscience prowoman lovethemboth	mike_rippy	Notre Dame, IN
984	abortion stop a beat heart Text PROLIFE to ProLife righttolife	TXRightToLife	God's country
985	woman hemorrhage uncontrollably after Botched Abortion at CA Planned Parenthood abortion emergency at this facility this year watch the vid with the call recording abortionisnotsafe ShutThemDown ProLife via	operationrescue	Wichita, KS, USA
986	JESUS Mary N Joseph could not make it with the so call Christians ProLife Heartbeat scammer then again u worship adultery and a sexualpredator GrabThemByThePUSSY member Leviticus PhonyJD	Corinto1965Lugo	Florida, USA
987	join I as I pray outside of SCOTUS for the Dobbs case also plan on join we on October for a large prayer rally at the Court ProLife Pray	revmahoney	Washington, DC
988	I want to force people to have child they do want because personal responsibility but do accept personal responsibility for these belief if it affect I in any way even if it mean hungry baby with inadequate living condition amp no fthemkid	vixmcintyre	Europe, America, Winterland
989	this make I want to vote for Youngkin even more it time to stop kill unborn child Prolife	JScott79VA	Giles County Virginia, USA,
991	preborn baby do have to prove their worth dignity to we NFL Super Bowl champion ProLife healthyfaith	weeks_lee	 
992	but the be prolife yeah right	TerryBoyce13	Texas, USA
993	how have ProLife legislator work to ensure abortion service be available in an emergency when a woman need it can you cite any ProLife law that make that access quick and unencumbered by unnecessary bureaucracy	AtheistEngineer	Ohio, USA
994	attention National Right to Life Political Action Committee how quickly can you issue an endorsement so that prolife voter can flood campaign with	DrJeffKoloze	Garfield Heights, Ohio, USA
996	this be a sickening story all around a father pay money to abort his child a mom accept that money and then a broken contract wednesdaythought ProLife	JanetMorana	International
997	this right here ProLife getvaccinatednow wearamask godsaysgetvaccinate	Jeff_McE	Seattle. The Left Coast
998	check out this teaser trailer for Olivia Story premiere on Tuesday August be sure to like and subscribe to our YouTube prolife prolifefeminist prolifegeneration baby pregnant pregnancy mom momlife love	letthemliveorg	United States
999	this young cancer patient be dead because ProLife Ron DeSantis be try to get more political power I wish her estate could file a Wrongful Death lawsuit	kellySueMcM	St Petersburg, FL
1000	ah the priest who hate Jesus my brother sachinetti who abort unwanted life in his CatholicTwitter feed so much for ProLife we pray for all who hate Jesus in the name of Jesus amen especially clergy amen	LORIANNFITZGERA	Arlington, Tx
1001	let be clear Floridians be not ProLife he do not care if your child be protect from die from COVID Florida SunshineState	GreatStoneFace	Fairfax County, VA
1002	People be hurt stubborn angry combative ashamed and bitter but never a lose cause via prolife	EqualRightsInst	Charlotte, NC
1003	when it be preventable be too many this should be the stance of the ProLife party but apparently it be okay if ma n pa die apparently pro life stop when it come to the economy	RiftRavingRogue	Earth
1004	join I for an exciting evening of what we be pray for since prolifedinner ProLife endroe	Conservgal	Tarrant County Texas
1005	it have be the most lobby bill in the NJ legislature this year Planned Parenthood be frustrate that after day since its introduction it have not advance to any committee thank you to all the prolife people who have be speak out	FPAofNJ	Trenton, NJ
1006	today at pm ET pray with we on or Twitter Jesus Mary StJoseph Rosary praytherosary catholic ProLife CatholicTwitter	irosaryradio	🌏🌍🌎🇻🇦
1007	I be down this road with a lot of other pro choice zealot I hear all the excuse if you want to argue with yourself be my guest there be two human being but deny it all you like have a nice day prolife preborn baby	mike_rippy	Notre Dame, IN
1008	my point be it do matter what we call the fetus you will reduce it to have no value beyond a clump of cell it be a baby in the mother womb when they be want a clump of cell when they be not prolife preborn	mike_rippy	Notre Dame, IN
1009	it be funny because if you tell a pro choicer that its a baby in the mother womb they use other word to discount that also it be just a term we use but it seem to get under pro choicer skin a lot preborn prolife	mike_rippy	Notre Dame, IN
1012	check out ProLife for the whole life candidate for Congress be interview by on the podcast	MWBartko	West Mifflin
1013	you do make a point here beyond get your ridiculous dig in but keep try to fight that pro choice fight prolife	mike_rippy	Notre Dame, IN
1014	Vaccine mandate be illegal dummy they have be require for year in our school amp armed forces amp business amp other government entity it be the only way to keep kid safe from it be also how we we eradicate Polio	HollyKeefer6	Wouldn't you like to know?
1016	the vaccine be ProLife it might even save a fetus you stupid maga	erossny123	New York, USA
1018	within a month two child have die from COVID less than mile from DeSantis Governor Mansion a grade girl and one under those kid got hand a death sentence when DeSantis win the election in republican vote be ProLife	kellySueMcM	St Petersburg, FL
1019	today reading for authenticity in faith not hypocrisy pray DailyMass catholic christian CatholicTwitter Prolife DailyMass WednesdayMotivation wednesdaywisdom faith	DailyMass	USA
1020	come and join we the March will have two part the March start at but before that we will have activity for all lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
1021	I guess their claim to be prolife have a gigantic asterisk	BAETWAS	Where no doctor can relieve me
1022	Kamala Harris on your watch innocent life have already be kill what be you go to do about this crime against humanity ProLife	kevinjrwagner	Tulsa, OK & Calgary, AB
1023	file a law suit to stop mask mandate in a red state that be very hard hit by COVID right now becuase to date no child young than year old in Missouri have die from nothing say prolife quite like sue because no kid below have die eh	vot3blue2021	The Interwebz
1025	do follow the crowd we be call to stand out and let the Word transform and renew you ChooseLife ChooseHope ChoosePurpose ProLife lovethemboth WordWednesday	Chooselifeminis	Manchester, UK
1026	as a doctor in a COVID unit I run out of compassion for the unvaccinated get the shot ProLife beneficence health morality value belief vaccination antiscience	Dr_Gavazzi	International Ethics Educator
1027	pro life activist hold rally target vulnerable pro abortion democrat catholic Christ Jesus JesusChrist CatholicNews Catholics God Christian prolife	ourladynmilton	New Milton, Hampshire
1029	in there be abortion in England and Wales from which be home abortion join we in the March for Life end abortion be the number one issue lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
1030	ProLife people should be outraged that this nurse choice be so irresponsible I be but it be about life for they it be about control woman amp they be always fine with this outcome I do think what she do should be illegal but it be reprehensible amp selfish	JoseTorresAZ5	Gilbert, AZ
1031	CatholicChurch must call out Joe Biden Radical Abortion Advocacy CatholicTwitter catholic ProLife	holymusic55	Wasilla, Alaska  USA
1033	a pizza party instead of prevent child death prolife	KYCara	Covington via Floyd County, KY
1034	Rosary for a rosary as penance and for Reparation Jesus Mary StJoseph Rosary praytherosary catholic ProLife CatholicTwitter	irosaryradio	🌏🌍🌎🇻🇦
1035	so may conversation happen after the pro life Crash course attendee come out many for the first time to change the heart and mind of Torontonians in August so many people come to agree abortion be a human right violation prolife	noabortionTO	Toronto, Ontario
1036	trust the science be ProLife	StudentsforLife	Virginia
1037	the MissouriAG be soooooo ProLife	kmgc53	Earth
1038	a every three day freedom USA USA USA ProLife Conservative Utopia CoronavirusPandemic GOP treason foxnew	sacraficial	Sixtoes Calipalooza 916 The Ment2
1039	we live in a time where many woman and some man for that matter think that become a parent be the most reprehensible thing ever as if life end when you become a parent it be one of many lie use to push abortion prolife	alliemarie777	United States
1040	congratulation to Representative Designate Christine Goodwin who will be swear in tomorrow at the Capitol we be confident Goodwin will stand for the right of all her constituent bear and unborn ProLife ORPol ORLeg	OR_RTL	Salem, OR
1041	Renua bu another name prolife smdh	Dailigh	Maynooth via Knocklyon
1042	Prolife party which say abort even one unborn be a sin do care that more that one child have die of state senator Todd Weiler run a poll on death among child SHAMELESS ASSHOLES cc	IowaNice1	Aurora, IL 
1043	FascistBook say my comment violate community standard well abortion upon demand violate my standard	alliemarie777	United States
1044	but they be ProLife right	snarky_op	North Logan, UT
1045	while erinmachobrainotoole boast of his feminist side in front of macho fighter jet his party candidate for upcoming election be skewed to ProLife JesusRodeADinosaur bs woman pay attention to this as our right will be overturn by these theoqon	BarbB31551605	Kitchener, Ontario
1046	do you believe prayer can end abortion violence we do join we at SCOTUS on Sat Oct to pray for Dobbs go to this link for more info ProLife	revmahoney	Washington, DC
1047	I like how the ProLife er be suddenly like mybodymychoice with the	johnmuirist	Springfield, OR
1049	every conversation be a series of difficult judgment call amidst prayer without cease prolife	EqualRightsInst	Charlotte, NC
1050	the be come what can you do for life find Easy monthly ProLife Tips anyone can do at Banner amp Follow like on Twitter amp the Facebook page at for fast easy post retweet for every	March25info	Niagara Falls, New York
1051	they be not illegal or immoral only inconvenient seem a small sacrifice of comfort to potentially save million ProLife	RevDrWJP	Orion, MI
1052	what part of expert say mask be safe and effective in prevent spread of do crazy conservative not understand UNMASKOURCHILDREN they cry so much for ProLife I smell the GOPHypocrisy from here fuckyourfeeling unmasked idiot	RickLovesTweets	Connecticut
1053	early this month Catholics gather across the street from Denver Planned Parenthood abortion facility the large in Colorado for the launch of a new prolife initiative	DenverCatholic	Denver
1054	while the good man who author this as well as his college age child die unexpectedly yesterday his point on covid vaccine be ProLife be certainly true prayer to his family and his church family as they mourn this double loss	LVB85	Nashville, TN
1055	would you like to hear more about our late podcast episode read below prolife lifeisbeautiful lovelife weareprolife blog blogpost blogging	ILRight2Life	Illinois 
1056	so now I be curious what be be pro life if you be endanger thousand while your own state hospital and healthcare staff be in severely critical situation already not ask for a friend genuinely curious what prolife mean any more to you amp your gopdeathcult	BAETWAS	Where no doctor can relieve me
1057	I do care what you call I respond to Anti choice via prolife	EqualRightsInst	Charlotte, NC
1058	I invite you to pray the follow bullet point prayer with I each day this week ask God to rise up against abortion ProLife t	Pray4LifeRadio	Huntsville, AL
1060	how many more of your constituent be you prepared to lose to covid just so you can add some money to your coffer be there a number over of your constituent have die of covid what do you do hold SuperSpreaderEvent to pocket some money not ProLife SCpol	frequentbuyer1	South Carolina/North Carolina
1061	time be run out to purchase ticket to the Georgia Right to Life reach benefit on at the Cobb Galleria we welcome prolife warrior as our keynote visit or call Steve Bowman at for info	GRTL	Norcross, Georgia 
1062	unborn fetus be very precious to we Actual not so much prolife mtpol	RunawayDaines	Belgrade, MT
1063	Republicans be not ProLife	CoachBKirk	Ballwin, MO
1064	REPENT tag ARGov DuggarHuckabee TheRedneckoning Evangelicals StormyDaniels MarioKart YetiPubes ProLife value Decency t	truthaddict76	Dumbass, TN
1065	I hear this so many time give God a chance to work savethebabie prolife	BigSisterTweets	Florida, USA
1068	Comment Sections become what you hate via prolife	EqualRightsInst	Charlotte, NC
1069	more day until the bootcamp really look forward to it prolife lifedefender bootcamp humanright humandignity lovethemboth righttolife michiana mishawaka elkhart endoflife	mike_rippy	Notre Dame, IN
1070	this be so real I do use any animal product whatsoever all my clothing be cruelty free and obviously I do eat animal it really possible Vegan AnimalCruelty CrueltyFree animal Prolife Lover	imjustdonny	Kailua, HI
1071	woman find son she place for adoption year ago adoptionisalovingoption prolife	Petitionof1M	Canada
1072	election Rigging Attorney Marc Elias Spits from Perkins Coie but not from Opposing Efforts to secure our election ProLife via	operationrescue	Wichita, KS, USA
1073	Stanton Healthcare locate across the parking lot from a Planned Parenthood that of all abortion in Idaho have see a increase of new client in July ProLife HopeRevolution	revmahoney	Washington, DC
1074	yes and Pro Life prolife	TheJayRossGroup	North Carolina, USA
1075	what do Latin Americans think about Abortion prolife	EqualRightsInst	Charlotte, NC
1076	I do nt hate u gay boy it be none of my business I do nt like how they train kid to think like they that a Personal Problem its everybodys problem prolife	ICY_GT	outside.
1077	the pro abortion movement be usually more aggressive in fight prolife law and get they off the book tell I it important for we to take a shot at these law and try to get they off the book so we can protect child	afncwoodward	Near Yoknapatawpha County, MS
1078	wow a prolife argument let carry this across the board every woman have the right to make their own decision regard their health and body until your decision as to yourself kill an innocent baby we get to check I at the door and go forward with we prolife	stonkingbeast	Kansas, USA
1079	abortion should concern we all it not only kill a child but also affect woman and man it affect society as a whole end abortion be the number one issue lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
1080	we love to hear your story and understand your experience it most definitely will touch someone else life and if we can do that in a positive way why should we help we spread the love Email your story to prolife adoption birthmom	EstherProjSaves	McKinney, TX
1081	Prolife every measure take by local official save life every executive order issue by and support by the undermine they and lead to more death stop fool yourself it never too late to do the right thing proliving anticovid	TexasSignal	Houston, TX
1082	woman find son she place for adoption year ago adoptionisalovingoption prolife	AFLO4Life	Ontario
1083	BreakingNews AmyComeyBarrett be ACTUALLY a christian and ACTUALLY ProLife she be the new swing vote on the SupremeCourt and be more like AnthonyKennedy rather than the Scalia we all think the good part be she be completely let the right down	jayoung1892	Manchester, CT
1084	thank you for sponsor our late ultrasound machine to help save life for more information visit ProLife faithinaction	CoStateKofC	Colorado, USA
1085	the SupremeCourt rule pandemic mandate be legal without any current contradictory precedent you be spot on to protectthekid and completely ProLife in your policy	Tallgurrl	Germany
1086	the Texas HeartbeatBill take effect on September and the anti life people be freak out ProLife	BriscoeCain	Baytown, Texas
1087	SIUE student for Life Facebook have be ban by Facebook for few month and it will not be un ban as far as we can tell please like our new page student for Life Southern Illinois University Edwardsville to continue to support we on our fight against abortion ProLife	SFL_SIUE	Edwardsville, IL
1088	this be not ProLife	TimDeveney	Missouri's West Coast
1089	the election and prolife issue CdnPoli	TheInterim_News	Hamilton, ON
1090	good news prolife advocate way to build a culture of life and love online	mlovee76	Missouri, USA
1091	exactly amazing how many ProLife evangelical have become prochoice	ForwardFaith	Raleigh, NC
1092	be boldly pro life do your friend and family know you be pro life do your church speak pro life message do you vote pro life their life depend on it be bold prolife betheirvoice alphaclinicssupporter speakout voteprolife	AlphaSupporters	Vacaville, CA 95688
1093	do forget in celebration of our anniversary everything in our web store include these sign be off when you use the code during the month of August ConsistentLifeEthic ProLife	RehumanizeIntl	Pittsburgh, PA
1094	prove prolife be a grifte business she be not a doctor	IowaNice1	Aurora, IL 
1095	you be kill real live child not prolife at all you be ProDeath	MtnMD	United States
1096	More proof that the party that claim to be ProLife especially amp his sycophant do not care about child esp child hunger amp child health	DangerGirl6	Twitterverse
1097	no health care provider should be coerce by government into provide service that violate their belief ProLife	AlbanyUpdate	Albany, NY
1098	lie may make it halfway around the world while the truth be still put on its shoe but the truth catch up once the lie run out of breath the abortion lobby be gasp for air and grasp for something new to say ProLife	theLyonbrary	Hatboro, PA
1099	Taliban tyranny prove the need for american Values Life Liberty prolife	Gibroni2	Manhattan, NY
1100	I think that the only reasonable position for someone to hold with respect to his own belief be to act under the assumption that he be right in each particular belief via prolife	EqualRightsInst	Charlotte, NC
1101	a new episode of Life Chat be release today founder of interview with our communication assistant prolife lovelife lifeisbeautiful weareprolife chicago chicagoland podcast podcast	ILRight2Life	Illinois 
1105	getvaccinate SaveLives that the only Prolife way	IowaNice1	Aurora, IL 
1106	get vaccinated listen to the Pope PopeFrancis ProLife	Anirudh1993	Paris, France
1107	make it make sense if the argument be abortion kill human life then what do Coronavirus do prolife alllivesdontmatter	korettaknox	Missouri City, TX
1108	ICYMI homily on when Hypocrisy masquerade as Virtue tuesdaymotivation prolife	JanetMorana	International
1109	South Dakota governor to appeal circuit court ruling on Planned Parenthood Noem swnews US SouthDakota GovernorKristiNoem ProLife ProtecttheUnborn DefendingtheUnborn StandfortheUnborn	shalomworldnews	Edinburg, Texas
1110	on this episode of Kingdom Cornerstone News million election Votes missing firefight Kabul say US ca nt abandon Afghanistan Jeff on on ProLife Bank via wearewalkingmirror	JamieKever	Planet (old) Earth
1111	we can never achieve true equality or true woman right as long as we believe the great lie of our generation the lie that tell woman their offspring be not human for the first nine month and that they ca thrive in life if they do abort prolife tuesdayvibe	BryanKemper	ÜT: 40.0412106,-84.2243697
1112	member of the NIFLA team be excited to be participate in the conference this week we hope if you be there that you will stop by the NIFLA table and say hello ProLife	NIFLA	Fredericksburg, Virginia
1113	so you all be just kid about that whole pro life thing the DeltaVariant alive amp well but so many of the people cram in here soon wo be include the child who have be infect amp be die in devastatingly large number you not prolife disappointing	CapitalismRox	Upstairs from Luke's Diner, Stars Hollow, CT
1114	oh no I do over fake name fake story and even use real Texan town hope they enjoy chase they all down prolife prolifeismurder	ReallyBadTeeth	Washington, USA
1115	this be all you need to know to make a ethical and moral decision ProLife apologetic Christianity	delology	Knoxville, TN
1116	who be oppose to stem cell research but take medicine derive from stem cell research look no far than Klansman GregAbbott GregAbbottFailedTexas ProLife monoclonalantibodie Regeneron hypocrite Abbott Texas DeltaVariant AbbottKillsTexas	BrianLittle3	Austin, TX
1117	today reading for believe without see pray DailyMass catholic christian CatholicTwitter Prolife DailyMass tuesdaymotivation faith	DailyMass	USA
1118	it mean at least kid be go to die from just in Georgia due to the stupidity of people for refuse to get vaxxe and wear mask how prolife of they	lauriedtmann	Pittsburgh, PA
1119	we be excited in less than week we meet again in the street of London for the unborn be you come lifefromconceptionnoexception numberoneissue ProLife Whywemarch	March4LifeUK	London, England
1120	do you also think as Francis contend that Catholics be overly obsess with abortion or do you think the abortion carnage the past year be as grave a matter as the Holocaust ProLife CatholicTwitter	RadTradThomist	California, USA
1121	Vaccines work amp save life seem like be more ProLife than	realDavidLeon	Norfolk, VA
1122	think you ProLife by be anti mask and anti vax America you as a whole country the world you be all guilty if you be in government you the government be responsible for the delta spike amp MaskRacism attack	AngryPilotAlinS	KORD - VOTE BLUE DAMN IT
1123	dear Christians shut the fuck up you ProLife imbecile you be christian by any measure if you feel you have a right to defend yourself with a Sword for the New Testament state that one who lift a sword usurp the sword of judgement and shall be judge with it	AngryPilotAlinS	KORD - VOTE BLUE DAMN IT
